id,unidade_1,unidade_2,unidade_3,rec,resultado,faltas,situacao,tipo_de_ensino,semestre,p4
iWsxg0FXSKo80J+jIwP8LA==,"6,2","6,2","9,2",-,"7,2",4,APR,REMOTO,2020_1,
b0amQK3U0UZytB1iBtFuRg==,"6,0","6,0","10,0",-,"7,3",10,APR,REMOTO,2020_1,
yhZB9dGBcg4JNPEA0ftTLA==,"5,8","5,8","0,0",-,"3,9",26,REC,REMOTO,2020_1,
azq05gqOK57V7grGKZT+Vw==,"0,0","0,0","0,0",-,"0,0",66,REMF,REMOTO,2020_1,
5DNfCwMJR6hiOBmJPNTmEA==,"6,8","6,8","4,0",-,"5,9",4,APRN,REMOTO,2020_1,
s6lTa6ivL2xMleueS3Xzpg==,"5,8","5,8","9,7",-,"7,1",0,APR,REMOTO,2020_1,
E7yy5tjjYGP/T6GkmFwPfg==,"0,8","0,8","0,0",-,"0,5",80,REMF,REMOTO,2020_1,
I8/Onbm2AONURJj7OoXuTg==,"4,9","4,9","8,0",-,"5,9",0,APRN,REMOTO,2020_1,
43ZOWCPFyUGu9BK1+cBOQw==,"1,1","1,1","0,0",-,"0,7",74,REMF,REMOTO,2020_1,
UUYxznh+Iay6QuXea8ZSPA==,"0,0","0,0","0,0",-,"0,0",78,REMF,REMOTO,2020_1,
z2AIOBCPS4fOVqeOsg2zrw==,"4,0","4,0","0,0",-,"2,7",6,REP,REMOTO,2020_1,
alsUiAvQT4SNVY86Caw2Yg==,"0,7","0,7","0,0",-,"0,5",80,REMF,REMOTO,2020_1,
wFBamZBleEqk4Sm9w8viXw==,"7,1","10,0","10,0",-,"9,0",6,APR,REMOTO,2020_1,
k6uNqCMotQZAnABq3s9S7g==,"7,9","7,9","8,0",-,"7,9",0,APR,REMOTO,2020_1,
h9HCLK60wEb4qCCSMiBIGg==,"5,8","5,8","7,0",-,"6,2",4,APRN,REMOTO,2020_1,
5Q7nwGatXNKd89zIzzbZyA==,"8,6","8,6","5,1",-,"7,4",10,APR,REMOTO,2020_1,
y2Q5kgJGzPiyjGyDO3om+g==,"3,7","3,7","7,5",-,"5,0",4,APRN,REMOTO,2020_1,
96EBvJxbEtgQ10sBZx8I8A==,"2,3","2,3","0,0",-,"1,5",62,REMF,REMOTO,2020_1,
4UlFUfcEWI5u8A8GGfyTeQ==,"4,6","4,6","9,1",-,"6,1",6,APRN,REMOTO,2020_1,
NOnVQAoQSIdkXdcAo8kamw==,"8,3","8,3","6,2",-,"7,6",0,APR,REMOTO,2020_1,
RwpSgEDezkOZDkVkdaHPBA==,"5,8","5,8","0,0",-,"3,9",36,REMF,REMOTO,2020_1,
7gvreWUfweEwKfA4c2BQMQ==,"6,9","6,9","8,6",-,"7,5",0,APR,REMOTO,2020_1,
gE5q863uq2bITrcKIibFqA==,"9,8","9,8","8,5",-,"9,4",0,APR,REMOTO,2020_1,
N7P1wrxQiEbeUfCgi1a1ew==,"3,2","3,2","0,0",-,"2,1",50,REMF,REMOTO,2020_1,
etfFxXQSVcCqf7ABR97Wyg==,"7,1","8,1","9,0",-,"8,1",10,APR,REMOTO,2020_1,
SDjUIOKxWUCVazlewk7ifw==,"10,0","10,0","9,5",-,"9,8",0,APR,REMOTO,2020_1,
L7jCh4VyJL5Al91YCnHPbg==,"3,1","3,1","0,0",-,"2,1",52,REMF,REMOTO,2020_1,
2pvQGkM0S5qzAlQTxMMQfA==,"5,8","5,8","6,0",-,"5,9",4,APRN,REMOTO,2020_1,
3W2dynIBA9R44b0LgRVrPQ==,"7,6","7,6","6,8",-,"7,3",4,APR,REMOTO,2020_1,
jBVB+G0zGSA0N5pzQUGn9w==,"5,0","5,0","7,2",-,"5,7",10,APRN,REMOTO,2020_1,
hEz3oWLrgyQ5TrcByuPWbw==,"2,1","2,1","0,0",-,"1,4",0,REP,REMOTO,2020_1,
EICIR5o6/Vk/u+5qBG27wQ==,"7,5","7,5","8,8",-,"7,9",16,APR,REMOTO,2020_1,
90yGstEu+6TLfI9O4y8YCg==,"7,6","7,6","8,6",-,"7,9",8,APR,REMOTO,2020_1,
1YZC/3ncseMmttSNuCBqOg==,"8,6","8,6","4,1",-,"7,1",0,APR,REMOTO,2020_1,
466UUZxRAch6L9rIWMl7Vg==,"9,5","9,5","8,5",-,"9,2",0,APR,REMOTO,2020_1,
u/+WbkJnX+AVN5NeYiiwiQ==,"6,2","6,2","1,2","1,3","4,6",0,REP,REMOTO,2020_1,"1,3"
1iJMLMMqetP8dNC9o9+2iQ==,"6,4","6,4","4,6",-,"5,8",20,APRN,REMOTO,2020_1,
b7hIX9hwjVMoada1YC0euA==,"0,0","0,0","0,0",-,"0,0",76,REMF,REMOTO,2020_1,
1Ze0R4sfKm+67qGEOWJwSg==,"7,4","7,4","9,5",-,"8,1",0,APR,REMOTO,2020_1,
q02S2jDfukaZlDIX0NFAMA==,"8,6","10,0","9,2",-,"9,3",18,APR,REMOTO,2020_1,
WH5O/35QG+zp3aaKo5weng==,"0,2","0,2","0,0",-,"0,1",32,REMF,REMOTO,2020_1,
g0tdNKRthdUvOCsdU5PIpQ==,"6,9","6,9","8,5",-,"7,4",10,APR,REMOTO,2020_1,
pbgVIadsFSqH901aKr56wg==,"5,4","5,4","9,3",-,"6,7",8,APRN,REMOTO,2020_1,
Su1QdoXIkPN5vJOJQMGKOA==,"6,4","6,4","8,4",-,"7,1",18,APR,REMOTO,2020_1,
DoDJU5ahqN3Vg5GJyWaFzA==,"3,7","3,9","0,0",-,"2,5",20,REP,REMOTO,2020_1,
vmiAdBb2LyEEghb0Gxq55Q==,"4,4","4,4","6,1",-,"5,0",0,APRN,REMOTO,2020_1,
CF/GAilAq47zsQdIobFPdg==,"5,8","5,8","9,7",-,"7,1",2,APR,REMOTO,2020_1,
/wQ3sFh8orFVmfwM5q5kcg==,"0,6","0,6","0,0",-,"0,4",76,REMF,REMOTO,2020_1,
Z5Z1xC8zqqGxHaG3L6dvAw==,"0,0","0,0","0,0",-,"0,0",54,REMF,REMOTO,2020_1,
LhCy3/j7i9pSYEWVlUW8ag==,"1,9","1,9","0,0",-,"1,3",0,REP,REMOTO,2020_1,
Bq4/k5/rSNG+dgC9aR+Fgg==,"7,7","7,7","9,0",-,"8,1",14,APR,REMOTO,2020_1,
0ljRRkH5CDBJp2jmqUBM3A==,"0,0","0,0","0,0",-,"0,0",70,REMF,REMOTO,2020_1,
43MqKVirbDYUbhFacXs0hA==,"7,9","7,9","9,0",-,"8,3",2,APR,REMOTO,2020_1,
sfX97pKORZloKJ6WseM39A==,"8,6","8,6","8,0",-,"8,4",2,APR,REMOTO,2020_1,
aZhtPpmwqCHzUz1ybTCqdw==,"0,7","0,7","0,0",-,"0,5",18,REP,REMOTO,2020_1,
qbIG9dm8kb4ov+xtk3uuCA==,"0,5","0,5","0,0",-,"0,3",72,REMF,REMOTO,2020_1,
9tI1/6c/yFLZS3wgJh6qYQ==,"0,0","0,0","0,0",-,"0,0",90,REMF,REMOTO,2020_1,
N27/5KkPB6Tzx0/LZmHPjg==,"3,8","4,0","0,0",-,"2,6",28,REMF,REMOTO,2020_1,
KCD1ccHQELYKa3QRqaUkjQ==,"7,2","7,2","9,5",-,"8,0",0,APR,REMOTO,2020_1,
c6tmYEwjBSEMqWEkEfG9Ug==,"5,6","5,6","0,0",-,"3,7",40,REMF,REMOTO,2020_1,
6/SdUSpAC9mpnOM6C2y5xQ==,"4,9","4,9","9,4",-,"6,4",0,APRN,REMOTO,2020_1,
YbnswDnn8LaJDry8hvoUkQ==,"1,9","1,9","7,0","4,5","4,5",0,REP,REMOTO,2020_1,"4,5"
CuNhV+3ozDp+Y08hGTqsug==,"0,6","0,6","0,0",-,"0,4",64,REMF,REMOTO,2020_1,
QKfc6e+28QxfWdo/vKPiiA==,"6,0","6,0","8,1",-,"6,7",10,APRN,REMOTO,2020_1,
2hX7of9eY0xtWVaR6v7yxg==,"7,0","7,0","7,0",-,"7,0",12,APR,REMOTO,2020_1,
27yac663kjq6F5A3n6YSkA==,"6,5","6,5","7,5",-,"6,8",4,APRN,REMOTO,2020_1,
3XC3UnZTNpPALpRCWND6Rw==,"1,9","1,9","0,0",-,"1,3",10,REP,REMOTO,2020_1,
MQZ+rPv2OgUNeSYXHgXH/Q==,"5,5","5,5","5,6",-,"5,5",6,APRN,REMOTO,2020_1,
exfea55H7FmjsWZUTeBqEw==,"0,0","0,0","0,0",-,"0,0",82,REMF,REMOTO,2020_1,
2co7FtMzOO/+OmjHhCWBsg==,"7,7","7,9","8,8",-,"8,1",20,APR,REMOTO,2020_1,
DGwn7D1JEO2QYmUdCisaUA==,"5,8","5,8","0,0",-,"3,9",28,REMF,REMOTO,2020_1,
qtgErZxIDV/d4uoWPDFYTg==,"0,0","0,0","0,0",-,"0,0",78,REMF,REMOTO,2020_1,
0Yc0yvuXp+Xf9nRScAWGaQ==,"2,1","2,1","6,1","2,5","3,6",18,REP,REMOTO,2020_1,"2,5"
m/DMO6qDTQJSds2mMj/eYA==,"5,6","5,6","9,4",-,"6,9",6,APRN,REMOTO,2020_1,
qipsWRdDwh/fLJbT6QbiNw==,"4,5","6,1","0,0","0,0","3,5",20,REP,REMOTO,2020_1,"0,0"
S3ZwH10QHxfhNd00QsnvHw==,"7,7","7,7","8,0",-,"7,8",0,APR,REMOTO,2020_1,
pfB+tmgRWUJ/UAYn0KfAPQ==,"0,9","0,9","0,0",-,"0,6",68,REMF,REMOTO,2020_1,
lwpVIXQ5Jh/GDciMYZf+LQ==,"5,7","7,1","6,4",-,"6,4",8,APRN,REMOTO,2020_1,
ATkmOS2a52BIxPZcMhVf1Q==,"5,2","5,2","9,4",-,"6,6",2,APRN,REMOTO,2020_1,
r2v1X4oR4Qbd7sNO39lauw==,"6,7","6,7","7,7",-,"7,0",20,APR,REMOTO,2020_1,
MXpaVS4bBARdhda+Xxs02w==,"7,4","7,4","9,5",-,"8,1",0,APR,REMOTO,2020_1,
/lYzXLv9Xd9tMvR/A4Jaiw==,"4,3","4,3","9,4",-,"6,0",8,APRN,REMOTO,2020_1,
skR1mGTMMkcjWOjrBPTZWw==,"7,2","7,2","9,4",-,"7,9",2,APR,REMOTO,2020_1,
dhOW9iU6lgI9UXRZ11edbA==,"2,9","2,9","0,0",-,"1,9",58,REMF,REMOTO,2020_1,
TLPHPi5N8ubBDGw/XmhKCQ==,"9,8","9,8","9,0",-,"9,5",2,APR,REMOTO,2020_1,
Na/vzqUOZZBeEDzEp+SmFA==,"4,2","4,2","0,0",-,"2,8",2,REP,REMOTO,2020_1,
xrwcxwcFwIR1xt7uTHNw/g==,"3,0","3,0","7,2","2,6","4,4",20,REP,REMOTO,2020_1,"2,6"
HECQgsuO6bSJEzhGd5qArw==,"5,6","5,8","9,3",-,"6,9",22,APRN,REMOTO,2020_1,
rqr0pDYg4oMvg+3saigfmA==,"0,9","0,9","0,0",-,"0,6",70,REMF,REMOTO,2020_1,
KdrjSoeYJ/xPQLCkskcA+w==,"0,0","0,0","0,0",-,"0,0",76,REMF,REMOTO,2020_1,
fhqRihr4S4JCSxG+MYn37Q==,"4,4","4,4","7,6",-,"5,5",18,APRN,REMOTO,2020_1,
+z5nC2qr8skGOg0yBdqFgg==,"5,6","6,4","6,5",-,"6,2",12,APRN,REMOTO,2020_1,
qiw7FJJlg1QWZoxtDEkOng==,"6,7","6,7","7,0",-,"6,8",2,APRN,REMOTO,2020_1,
+FGRjtdFS9Vrgd58nT1XNA==,"5,8","5,8","7,1",-,"6,2",20,APRN,REMOTO,2020_1,
twKgc+foKOGMTyX0OZenrw==,"7,1","7,1","9,8",-,"8,0",8,APR,REMOTO,2020_1,
lr/d0W2hRWOVjkn7laG9Zw==,"7,2","7,2","9,0",-,"7,8",0,APR,REMOTO,2020_1,
q+Lgwgd++y6GwDYyMaeryA==,"6,5","6,5","6,5",-,"6,5",0,APRN,REMOTO,2020_1,
x5q8AzlYYr54H7hJxqj/1g==,"5,6","5,6","3,7",-,"5,0",2,APRN,REMOTO,2020_1,
MlhB2+LhLD/GQZz5r38iiQ==,"5,2","5,2","0,0",-,"3,5",60,REMF,REMOTO,2020_1,
/5f2A3R091DF8jgkpBBrzw==,"0,0","0,0","0,0",-,"0,0",2,REP,REMOTO,2020_1,
B7CfJld6L8cjAY5rtmws9A==,"0,0","0,0","0,0",-,"0,0",84,REMF,REMOTO,2020_1,
5LLbhZDFwDoVlwjZMqwfnA==,"6,4","6,4","9,0",-,"7,3",4,APR,REMOTO,2020_1,
WKRexOPYpih1682XOfMXoA==,"4,0","4,0","0,0",-,"2,7",14,REP,REMOTO,2020_1,
gvDc4OULtpCxT6v3qD87tw==,"3,8","4,0","7,1",-,"5,0",22,APRN,REMOTO,2020_1,
oiK20COdbJP7E9RtUgFovA==,"0,0","0,0","0,0",-,"0,0",84,REMF,REMOTO,2020_1,
xGcp9IDRybxCpjvGTZWz9A==,"4,8","4,8","9,1",-,"6,2",2,APRN,REMOTO,2020_1,
1MybiXc6sodqKzfqY38vEQ==,"6,9","6,9","9,4",-,"7,7",0,APR,REMOTO,2020_1,
cisGEXXHihbS+7Ur8QmP6w==,"5,1","5,1","4,0","0,0","4,7",4,REP,REMOTO,2020_1,"0,0"
++O6neiz5ToGkpH9yLJ05w==,"4,8","5,8","0,0","0,0","3,5",20,REP,REMOTO,2020_1,"0,0"
tfkuMTPZjYtRF3zXq8g4ig==,"0,0","0,0","0,0",-,"0,0",66,REMF,REMOTO,2020_1,
s6rICmC4FwLcgqL0JMovGw==,"6,6","6,6","7,7",-,"7,0",0,APR,REMOTO,2020_1,
aDAINmZoh0s3xelD1J2+1A==,"1,2","1,2","0,0",-,"0,8",2,REP,REMOTO,2020_1,
AwnCbOcje9K7kEBu46VTVA==,"3,7","2,5","1,0",-,"2,4",0,REP,REMOTO,2020_2,
r8bsCO4gKfTm3MPbiDxM6Q==,"4,9","1,7","0,0",-,"2,2",28,REMF,REMOTO,2020_2,
Rpfm3W27uzNgtAbFv9lPkw==,"8,6","6,3","6,0",-,"7,0",6,APR,REMOTO,2020_2,
1PqXKSxi2jZ1ckCKfKYPMA==,"8,9","3,3","8,9",-,"7,0",20,APR,REMOTO,2020_2,
iZ2To4jnnkIczoPh1JvuNQ==,"1,5","0,0","0,0",-,"0,5",58,REMF,REMOTO,2020_2,
xABt7zDZtC6j3VYAwoFgfw==,"0,9","0,0","0,0",-,"0,3",52,REMF,REMOTO,2020_2,
N3pnYoKpB4SF63RcGtsSQw==,"3,8","0,1","0,0",-,"1,3",34,REMF,REMOTO,2020_2,
8XKTTZot/hwDA0ttNGId+w==,"7,0","1,7","2,7","9,0","6,2",26,APR,REMOTO,2020_2,"9,0"
9VNYw1hK3DSCJQ6I1yqreQ==,"9,4","9,0","7,0",-,"8,5",0,APR,REMOTO,2020_2,
1n7LVRJvAf9IKPZscXdhVg==,"10,0","7,1","0,0","9,0","8,7",12,APR,REMOTO,2020_2,"9,0"
G3RtdPIgrCri2kI3FFCYpA==,"0,2","0,0","0,0",-,"0,1",0,REP,REMOTO,2020_2,
NZX9kBoTOcrSadDKQWiPBg==,"0,0","0,0","0,0",-,"0,0",88,REMF,REMOTO,2020_2,
RVlqx6bTmMh0AUtJ7cEZvQ==,"4,3","4,3","0,0",-,"2,9",60,REMF,REMOTO,2020_2,
UljT/m6dv6Sdwa9wSDXPxg==,"9,6","6,2","9,0",-,"8,3",0,APR,REMOTO,2020_2,
WTl6Q+W/SkFGvOvEtwawyQ==,"7,7","7,7","7,8",-,"7,7",0,APR,REMOTO,2020_2,
Hfru9G+m73/JitwA9UbeYQ==,"9,3","9,0","10,0",-,"9,4",0,APR,REMOTO,2020_2,
qVYxdgXS93yJjrng6JsAjw==,"8,8","9,8","9,6",-,"9,4",0,APR,REMOTO,2020_2,
mho6/s5LDR3h97qn83bH1A==,"10,0","10,0","9,3",-,"9,8",0,APR,REMOTO,2020_2,
L6ArhiDEw+3NxgFJHWVkwQ==,"5,4","5,4","0,0",-,"3,6",48,REMF,REMOTO,2020_2,
qSbS8pEFQTkJcSJK8CnOyg==,"4,6","4,6","0,0",-,"3,1",50,REMF,REMOTO,2020_2,
GrzjH073ZyUX3LPjt47Q4g==,"4,4","1,6","0,0",-,"2,0",48,REMF,REMOTO,2020_2,
BCIf+2T0dAb6ocFBPjnEGw==,"8,3","3,3","0,0","0,0","3,9",0,REP,REMOTO,2020_2,"0,0"
Ny5TxwtfFvLYUy9xh5mDeQ==,"5,1","0,0","0,0",-,"1,7",46,REMF,REMOTO,2020_2,
CkTuyFM3fjUIkFmKSy5HzQ==,"10,0","10,0","10,0",-,"10,0",12,APR,REMOTO,2020_2,
Bdv3ttTSsym8jEDHGY+UQA==,"0,8","1,9","0,0",-,"0,9",72,REMF,REMOTO,2020_2,
+Qxq4bYd9SnxjpKBFHsk1A==,"8,6","8,6","4,7",-,"7,3",16,APR,REMOTO,2020_2,
jt93ueBLZWCVq/+0uYZ/GA==,"5,2","5,2","0,0",-,"3,5",48,REMF,REMOTO,2020_2,
fEE8S6bHtqIOwVz+lBa3dQ==,"8,1","8,1","9,0",-,"8,4",10,APR,REMOTO,2020_2,
wrqyh9WcJwqgWEynQxcnMg==,"7,3","9,3","6,8",-,"7,8",18,APR,REMOTO,2020_2,
o1Lo7xjcvE/CDdcpqyVy7g==,"10,0","7,2","5,0",-,"7,4",0,APR,REMOTO,2020_2,
SeGzoQByEAI/+NFAoxAGVQ==,"6,7","1,1","0,0",-,"2,6",0,REP,REMOTO,2020_2,
2VEjOQFUI+rT5Ku1sMSCVQ==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2020_2,
9ZJf0NkP0JaCdfnF23kd1w==,"5,2","4,7","10,0",-,"6,6",4,APRN,REMOTO,2020_2,
kakvKBmtmbTacBNA3YMgvQ==,"10,0","10,0","10,0",-,"10,0",0,APR,REMOTO,2020_2,
65sPmUkCAKwk5lfUlyhCAA==,"4,8","2,1","1,8",-,"2,9",12,REP,REMOTO,2020_2,
i0tFwNY1yHFm1WGorBwmKg==,"8,9","2,8","0,0","0,0","3,9",0,REP,REMOTO,2020_2,"0,0"
7OO0Z/PZ3kmQ7uEvFq1lew==,"9,6","5,1","7,8",-,"7,5",6,APR,REMOTO,2020_2,
1x57/flbDArZXnP6yyG9dw==,"6,7","0,2","0,0",-,"2,3",40,REMF,REMOTO,2020_2,
1EAECKX1g8bSxo64321+1w==,"5,5","5,5","8,4",-,"6,5",20,APRN,REMOTO,2020_2,
is2jWdCJ9kBohrJZ55JhQg==,"6,1","5,8","4,1",-,"5,3",24,APRN,REMOTO,2020_2,
A1QUZ1Yk0h3cn0kb888eyA==,"0,0","0,0","0,0",-,"0,0",52,REMF,REMOTO,2020_2,
FqmXOVLOQN9RtKZVlt+wwQ==,"6,6","0,0","0,0",-,"2,2",46,REMF,REMOTO,2020_2,
htNfy0yc+G3nfyyAqvy/SQ==,"2,9","0,2","0,0",-,"1,0",52,REMF,REMOTO,2020_2,
tJjxWh9zpxnk5rK28jjukg==,"0,0","1,3","0,0",-,"0,4",76,REMF,REMOTO,2020_2,
yhZB9dGBcg4JNPEA0ftTLA==,"7,0","4,4","5,1",-,"5,5",2,APRN,REMOTO,2020_2,
UNhFmVaml0lNCly7zpvwEA==,"8,4","8,4","7,4",-,"8,1",10,APR,REMOTO,2020_2,
Pjt/+DaVyt4xuoz7J1KxiQ==,"0,0","0,0","0,0",-,"0,0",76,REMF,REMOTO,2020_2,
Y2RCqb2xt7us+qIXU9sz/Q==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2020_2,
imVEW2pXw+a3s1QFqvLKbg==,"0,8","1,2","0,0",-,"0,7",64,REMF,REMOTO,2020_2,
7Q3PUDCiN3x9WMMzHR8Ivw==,"5,4","3,3","10,0",-,"6,2",12,APRN,REMOTO,2020_2,
n2d5c+emQq70KmyyLbqXcg==,"10,0","10,0","10,0",-,"10,0",0,APR,REMOTO,2020_2,
VpCzh7MVwwtZvXOYA9CFgw==,"5,2","4,5","7,0",-,"5,6",0,APRN,REMOTO,2020_2,
z2AIOBCPS4fOVqeOsg2zrw==,"4,7","2,8","0,0",-,"2,5",32,REMF,REMOTO,2020_2,
alsUiAvQT4SNVY86Caw2Yg==,"0,0","0,0","0,0",-,"0,0",76,REMF,REMOTO,2020_2,
ixADgxaqLFSmkf7JhyHHGw==,"8,1","1,7","1,0","0,0","3,6",18,REP,REMOTO,2020_2,"0,0"
gKk8ZKaQzkEXxswvIZp4Zg==,"7,6","4,7","0,0","1,3","4,5",12,REP,REMOTO,2020_2,"1,3"
otzjGIktAhxLmkVxPj5xUg==,"0,0","0,0","0,0",-,"0,0",76,REMF,REMOTO,2020_2,
1WR6Q1Oq8fE6PmSAbNti5g==,"7,2","5,7","6,0",-,"6,3",6,APRN,REMOTO,2020_2,
58KziqzXf3XuRYROac3oBQ==,"6,2","3,1","2,0","2,4","3,9",12,REP,REMOTO,2020_2,"2,4"
96EBvJxbEtgQ10sBZx8I8A==,"4,6","0,0","0,0",-,"1,5",50,REMF,REMOTO,2020_2,
I9FJqFRWfrJGida7soDVEA==,"6,5","6,5","7,0",-,"6,7",10,APRN,REMOTO,2020_2,
jgnDU/ylrd5DQilImQN3gg==,"9,8","7,6","9,8",-,"9,1",14,APR,REMOTO,2020_2,
N7P1wrxQiEbeUfCgi1a1ew==,"10,0","2,7","0,0",-,"4,2",44,REMF,REMOTO,2020_2,
/V9F5P3QEtLwDlXdwTCIMw==,"7,2","2,9","0,0","5,7","5,3",24,APR,REMOTO,2020_2,"5,7"
gHT5L9uYHXT/WJIYNGW4gw==,"4,2","1,5","0,0",-,"1,9",28,REMF,REMOTO,2020_2,
Cvtj43IV0E50X+x/yzPDAQ==,"1,6","1,6","0,0",-,"1,1",56,REMF,REMOTO,2020_2,
2IFF2kIVgUbOEnlAoQeguQ==,"0,0","0,0","0,0",-,"0,0",84,REMF,REMOTO,2020_2,
IU39+S217NdHOxzeyOrh4w==,"2,3","0,0","0,0",-,"0,8",46,REMF,REMOTO,2020_2,
TozCCRLl6LHLHNIh79/+ZA==,"2,2","1,7","0,0",-,"1,3",40,REMF,REMOTO,2020_2,
zzUiVXKpkwV3qKTwsDWXQQ==,"9,0","5,6","7,3",-,"7,3",12,APR,REMOTO,2020_2,
IaN5QYrmAWsNiY0mZPR0qQ==,"5,4","2,8","0,0",-,"2,7",16,REP,REMOTO,2020_2,
BM0SnRIFNBitRGt5uxKMBA==,"10,0","10,0","10,0",-,"10,0",14,APR,REMOTO,2020_2,
xo8Wn4p/VRGuCQqnYA2ATw==,"3,1","0,3","0,0",-,"1,1",40,REMF,REMOTO,2020_2,
AJOGzDSovFXu6PfOmnM+mw==,"4,1","0,0","0,0",-,"1,4",52,REMF,REMOTO,2020_2,
XF480lzQHLnsJvK4VTNKEA==,"1,9","0,0","0,0",-,"0,6",60,REMF,REMOTO,2020_2,
pEchtSuNZO5hTFaM2HG9ew==,"5,7","0,1","0,0",-,"1,9",40,REMF,REMOTO,2020_2,
h7zIOSs7mcrBpXtD4Eq0mA==,"9,5","7,7","5,0",-,"7,4",12,APR,REMOTO,2020_2,
o2zMQxdhOM9Xr41XmGB3fA==,"7,9","4,3","10,0",-,"7,4",12,APR,REMOTO,2020_2,
5dtfn5YkJqV3fGVtrcaZwA==,"4,9","4,1","2,0","1,4","3,7",0,REP,REMOTO,2020_2,"1,4"
TmEzZnTNj9+hiHTpwD8vYg==,"3,6","0,0","0,0",-,"1,2",50,REMF,REMOTO,2020_2,
mGRAVMip6bwywIlPTegmxA==,"9,7","8,4","5,5",-,"7,9",6,APR,REMOTO,2020_2,
O39zowNxrO+1LVubAn9cJw==,"3,7","3,9","0,0",-,"2,5",25,REP,REMOTO,2020_2,
QSJCifJgLVhGyFIvT2whSw==,"5,3","5,3","5,9",-,"5,5",8,APRN,REMOTO,2020_2,
DoDJU5ahqN3Vg5GJyWaFzA==,"7,5","0,0","0,0",-,"2,5",50,REMF,REMOTO,2020_2,
8/Nj/ijih99p17D87SJ3vg==,"8,1","4,2","7,0",-,"6,4",24,APRN,REMOTO,2020_2,
BoEp405d/bCvvO5iW7jJyg==,"7,6","4,6","8,0",-,"6,7",12,APRN,REMOTO,2020_2,
D3i8RrFfnnfneU3VyaSDkg==,"10,0","10,0","10,0",-,"10,0",0,APR,REMOTO,2020_2,
Z5Z1xC8zqqGxHaG3L6dvAw==,"0,0","0,0","0,0",-,"0,0",72,REMF,REMOTO,2020_2,
KDbhyA9+4gLg85olATXBRg==,"9,2","9,0","10,0",-,"9,4",0,APR,REMOTO,2020_2,
4C9mJXKfubrqwpt5eQKEtg==,"5,3","3,5","6,4",-,"5,1",24,APRN,REMOTO,2020_2,
AL+K9iSN58pRXw+zrNdFXA==,"3,9","1,1","0,0",-,"1,7",0,REP,REMOTO,2020_2,
7+cY+NmgBSuChIUx7uyxVQ==,"3,7","1,9","0,0",-,"1,9",16,REP,REMOTO,2020_2,
KosTX9DoeYp7TKKhjPuYJg==,"1,1","1,1","0,0",-,"0,7",0,REP,REMOTO,2020_2,
iSk/OndzaiGOtVA7VZ96VA==,"7,5","7,5","7,4",-,"7,5",2,APR,REMOTO,2020_2,
0/vLy3FP4nCilzRpsrnypg==,"7,2","1,6","0,0",-,"2,9",36,REMF,REMOTO,2020_2,
A/c9pNPlHKN2YwBdurwqcg==,"8,0","8,0","6,4",-,"7,5",20,APR,REMOTO,2020_2,
vZpuT0rtNShxedip7Wb6AQ==,"1,1","0,0","0,0",-,"0,4",64,REMF,REMOTO,2020_2,
e3aGd0tqPq0huNCv4so9VA==,"6,2","3,1","5,5","2,0","4,9",12,REP,REMOTO,2020_2,"2,0"
UYCzfoCXMaf/N0TZQMnCfA==,"1,4","0,5","0,0",-,"0,6",48,REMF,REMOTO,2020_2,
g1MsvAz7WCCBOL+rPlQtog==,"10,0","10,0","10,0",-,"10,0",0,APR,REMOTO,2020_2,
FLGj30m+xYtNWwi7B6yWtg==,"8,3","6,0","10,0",-,"8,1",12,APR,REMOTO,2020_2,
ZYxfCY7A8rwtCdphqhsS8g==,"7,7","5,7","5,2",-,"6,2",6,APRN,REMOTO,2020_2,
DyKnX4Kix09cG2zpwUcAUQ==,"7,1","10,0","1,5","10,0","9,0",6,APR,REMOTO,2020_2,"10,0"
pX7KRgppr43SBuGLdXhIzA==,"3,3","0,0","0,0",-,"1,1",54,REMF,REMOTO,2020_2,
hoVIN/1lb4eqnxo1hzrjqg==,"4,4","4,6","0,0","0,0","3,0",20,REP,REMOTO,2020_2,"0,0"
UHAev7lLxRlUQYmQ5kMUgw==,"6,5","4,3","6,5",-,"5,8",12,APRN,REMOTO,2020_2,
AUdbc+v6PPYefY/fHBljpw==,"0,0","0,0","0,0",-,"0,0",84,REMF,REMOTO,2020_2,
J14qTwKFLngTvlNoyR/PPA==,"7,8","1,1","0,0",-,"3,0",44,REMF,REMOTO,2020_2,
eRh8LSspkqLJp/+xtytHkg==,"6,7","1,1","0,0",-,"2,6",0,REP,REMOTO,2020_2,
Xz01ULnioYwwYhTDkz0BJA==,"0,3","0,0","0,0",-,"0,1",66,REMF,REMOTO,2020_2,
vXjhffiGmcX/KaLrPRuGhw==,"0,0","0,0","0,0",-,"0,0",88,REMF,REMOTO,2020_2,
GMaG+PhkdTf22ld1QNgTfg==,"0,8","0,0","0,0",-,"0,3",72,REMF,REMOTO,2020_2,
5jNToe0H8ibmXQ7uFkS3Mw==,"1,6","1,6","0,0",-,"1,1",52,REMF,REMOTO,2020_2,
HhooazEj5IosLJGvUIbThQ==,"3,7","0,0","0,0",-,"1,2",50,REMF,REMOTO,2020_2,
zkJnLKAMo2WT547o6Ptq+Q==,"10,0","3,3","5,0",-,"6,1",0,APRN,REMOTO,2020_2,
